communities,Sc,order_interaction (with Sc),replicates,fraction_sugars_consumed
"Wa;Mp,woSc,1,2,0.117955131964809"
"Wa;Pk,woSc,1,2,0.123869110459433"
"Wa;Sp,woSc,1,2,1"
"Wa;Td,woSc,1,2,0.389460508308895"
"Wa;Wa,woSc,1,2,0.300543335"
"Zb;Ap,woSc,1,2,0.355638416422287"
"Zb;Ku,woSc,1,2,0.604563147605083"
"Zb;Mp,woSc,1,2,0.270594428152493"
"Zb;Pk,woSc,1,2,0.252852492668622"
"Zb;Sp,woSc,1,2,0.79400596285435"
"Zb;Td,woSc,1,2,0.637603225806452"
"Zb;Wa,woSc,1,2,0.274651124144672"
"Zb;Zb,woSc,1,2,0.454880529"
"Ap;Ap,woSc,1,3,0.359917551"
"Ap;Mp,woSc,1,3,0.323184848484849"
"Ap;Pk,woSc,1,3,0.146938514173998"
"Ap;Td,woSc,1,3,0.361845650048876"
"Hop;Ap,woSc,1,3,0.592441935483871"
"Hop;Hop,woSc,1,3,0.38951524"
"Hop;Ku,woSc,1,3,0.376215151515152"
"Hop;Mp,woSc,1,3,0.265951221896383"
"Hop;Pk,woSc,1,3,0.478903323558162"
"Hop;Sp,woSc,1,3,0.650995210166178"
"Hop;Td,woSc,1,3,0.719568035190616"
"Hop;Wa,woSc,1,3,0.253292375366569"
"Hop;Zb,woSc,1,3,0.599968817204301"
"Ku;Ap,woSc,1,3,0.372842717497556"
"Ku;Ku,woSc,1,3,0.508710767"
"Ku;Mp,woSc,1,3,0.122744965786901"
"Ku;Pk,woSc,1,3,0.15211935483871"
"Ku;Td,woSc,1,3,0.49341945259042"
"Lt;Ap,woSc,1,3,0.826948289345063"
"Lt;Hop,woSc,1,3,0.755931671554252"
"Lt;Ku,woSc,1,3,0.679685337243402"
"Lt;Lt,woSc,1,3,0.953123197"
"Lt;Mp,woSc,1,3,0.670789931573803"
"Lt;Pk,woSc,1,3,0.680516226783969"
"Lt;Sp,woSc,1,3,0.853781133919844"
"Lt;Td,woSc,1,3,0.85984173998045"
"Lt;Wa,woSc,1,3,0.898698044965787"
"Lt;Zb,woSc,1,3,0.9747"
"Mp;Mp,woSc,1,3,0.2685760425"
"Mp;Pk,woSc,1,3,0.433204398826979"
"Mp;Td,woSc,1,3,0.546435"
"Pk;Pk,woSc,1,3,0.264418059"
"Sp;Ap,woSc,1,3,0.808913098729228"
"Sp;Ku,woSc,1,3,0.353243499511241"
"Sp;Mp,woSc,1,3,0.391024535679374"
"Sp;Pk,woSc,1,3,0.424260117302053"
"Sp;Sp,woSc,1,3,0.95285494"
"Sp;Td,woSc,1,3,0.670496676441838"
"Td;Pk,woSc,1,3,0.506713685239492"
"Td;Td,woSc,1,3,0.825790541"
"Wa;Ap,woSc,1,3,0.148844672531769"
"Wa;Ku,woSc,1,3,0.386381329423265"
"Wa;Mp,woSc,1,3,0.110428250244379"
"Wa;Pk,woSc,1,3,0.156322678396872"
"Wa;Sp,woSc,1,3,0.949528934506354"
"Wa;Td,woSc,1,3,0.434377419354839"
"Wa;Wa,woSc,1,3,0.292227368"
"Zb;Ap,woSc,1,3,0.329049951124145"
"Zb;Ku,woSc,1,3,0.621265"
"Zb;Mp,woSc,1,3,0.307055816226784"
"Zb;Pk,woSc,1,3,0.254856402737048"
"Zb;Sp,woSc,1,3,0.85342"
"Zb;Td,woSc,1,3,0.519714662756598"
"Zb;Wa,woSc,1,3,0.273429227761486"
"Zb;Zb,woSc,1,3,0.483941704"
"Ap;Ap,woSc,1,4,0.4140607555"
"Hop;Hop,woSc,1,4,0.464537781"
"Ku;Ku,woSc,1,4,0.581140157"
"Lt;Lt,woSc,1,4,0.9531679065"
"Mp;Mp,woSc,1,4,0.2968324465"
"Pk;Pk,woSc,1,4,0.2932556865"
"Sp;Sp,woSc,1,4,0.9527208115"
"Td;Td,woSc,1,4,0.845283883"
"Wa;Wa,woSc,1,4,0.4852382795"
"Zb;Zb,woSc,1,4,0.5515871775"
"Sc5;Sc8,Sc,1,1,0.953659711"
"Sc5;Sc8,Sc,1,1,0.953659711"
"Sc5;Sc8,Sc,1,2,0.9548668675"
"Sc5;Sc8,Sc,1,2,0.9548668675"
"Sc5;Sc8,Sc,1,3,0.9545986105"
"Sc5;Sc8,Sc,1,3,0.9545986105"
"Ap;Sc5,wSc,1,1,0.9548668675"
"Ap;Sc5,wSc,1,2,0.9545091915"
"Ap;Sc5,wSc,1,3,0.953927968"
"Ap;Sc8,wSc,1,1,0.954822158"
"Ap;Sc8,wSc,1,2,0.9546880295"
"Ap;Sc8,wSc,1,3,0.9550457055"
"Hop;Sc5,wSc,1,1,0.846714587"
"Hop;Sc5,wSc,1,2,0.8631229735"
"Hop;Sc5,wSc,1,3,0.898935283"
"Hop;Sc8,wSc,1,1,0.863704197"
"Hop;Sc8,wSc,1,2,0.9176685635"
"Hop;Sc8,wSc,1,3,0.9292930335"
"Ku;Sc5,wSc,1,1,0.9526313925"
"Ku;Sc5,wSc,1,2,0.9540620965"
"Ku;Sc5,wSc,1,3,0.95464332"
"Ku;Sc8,wSc,1,1,0.954553901"
"Ku;Sc8,wSc,1,2,0.954822158"
"Ku;Sc8,wSc,1,3,0.9548668675"
"Lt;Sc5,wSc,1,1,0.936938358"
"Lt;Sc5,wSc,1,2,0.9537938395"
"Lt;Sc5,wSc,1,3,0.9545986105"
"Lt;Sc8,wSc,1,1,0.911990457"
"Lt;Sc8,wSc,1,2,0.945880258"
"Lt;Sc8,wSc,1,3,0.9545986105"
"Mp;Sc5,wSc,1,1,0.856550677"
"Mp;Sc5,wSc,1,2,0.8058948135"
"Mp;Sc5,wSc,1,3,0.8312898095"
"Mp;Sc8,wSc,1,1,0.8835105055"
"Mp;Sc8,wSc,1,2,0.8867295895"
"Mp;Sc8,wSc,1,3,0.900187149"
"Pk;Sc5,wSc,1,1,0.5024067275"
"Pk;Sc5,wSc,1,2,0.565402413"
"Pk;Sc5,wSc,1,3,0.686207482"
"Pk;Sc8,wSc,1,1,0.6335844005"
"Pk;Sc8,wSc,1,2,0.5630328095"
"Pk;Sc8,wSc,1,3,0.5902161855"
"Sc5;Sc5,wSc,1,1,0.954375063"
"Sc5;Sc5,wSc,1,2,0.9551351245"
"Sc5;Sc5,wSc,1,3,0.9546880295"
"Sc5;Sc5,wSc,1,4,0.9538"
"Sc8;Sc8,wSc,1,1,0.9545986105"
"Sc8;Sc8,wSc,1,2,0.9544197725"
"Sc8;Sc8,wSc,1,3,0.9545986105"
"Sc8;Sc8,wSc,,4,0.95475"
"Sp;Sc5,wSc,1,1,0.954464482"
"Sp;Sc5,wSc,1,2,0.954106806"
"Sp;Sc5,wSc,1,3,0.9542409345"
"Sp;Sc8,wSc,1,1,0.953838549"
"Sp;Sc8,wSc,1,2,0.9541515155"
"Sp;Sc8,wSc,1,3,0.954017387"
"Td;Sc5,wSc,1,1,0.945075487"
"Td;Sc5,wSc,1,2,0.9537044205"
"Td;Sc5,wSc,1,3,0.9538832585"
"Td;Sc8,wSc,1,1,0.937206615"
"Td;Sc8,wSc,1,2,0.953838549"
"Td;Sc8,wSc,1,3,0.9541515155"
"Wa;Sc5,wSc,1,1,0.9324226985"
"Wa;Sc5,wSc,1,2,0.941856403"
"Wa;Sc5,wSc,1,3,0.9352841065"
"Wa;Sc8,wSc,1,1,0.948294571"
"Wa;Sc8,wSc,1,2,0.95196075"
"Wa;Sc8,wSc,1,3,0.9530784875"
"Zb;Sc5,wSc,1,1,0.954464482"
"Zb;Sc5,wSc,1,2,0.953927968"
"Zb;Sc5,wSc,1,3,0.954732739"
"Zb;Sc8,wSc,1,1,0.9499488225"
"Zb;Sc8,wSc,1,2,0.9541515155"
"Zb;Sc8,wSc,1,3,0.9543303535"
